국가명,영문국가명,ISO코드,대륙명,안전공지_작성일,공지제목,공지내용_텍스트,공지내용_첨부링크,공지유형
볼리비아,Bolivia,BO,미주,2026-06-19,정정불안 대응 행동요령(2026.06),"1. 상황인지 ∙ 현지언론, 대사관 안전공지 수시 확인 ∙ 시위, 집회, 도로봉쇄, 약탈, 방화 등 정정불안 가능성 인지 ∙ 숙소 및 거주지 인근 위험요소 확인 2. 사전 대비 ∙ 여권 및 신분증 상시 소지 ∙ 현금, 식수, 비상식품, 상비약 등 준비 ∙ 비상연락망(가족, 한인회, 대사관) 수시 점검 3. 긴급 연락처 ✅경찰: 110 ✅ 구급: 168 ✅ 소방:119 ✅ 주볼리비아대사관: +591-2-211-0361~3 ✅ 외교부 영사안전콜센터: +82-2-3210-0404(24시간) 혹은 영사안전콜센터 무료전화 앱(무료) 4. 행동 요령 1) 시위, 집회 지역 접근 금지 - 군중 밀집지역, 시위∙집회 장소 접근을 자제하세요. 2) 안전한 장소로 대피 - 위험 발생 시 즉시 안전한 장소로 대피하고, 외출을 자제하세요. 3) 이동 자제 및 도로 상황 확인 - 불필요한 이동을 자제하고, 도로 통제 및 치안 상황을 수시 확인하세요. 4) 공항 및 버스터미널 이동 전 - 도로 통제 및 항공∙버스 운행 여부를 사전에 확인하세요. 5) 여권, 신분증 상시 소지 및 군∙경 검문검색 시 협조 - 여권 및 신분증을 상시 소지하고, 군∙경 검문검색 시 현장 지시에 협조하세요. 6) 장기 봉쇄 가능성 대비 - 식료품, 상비약, 배터리 등 비상물자를 사전에 확보하세요. 7) 현지 언론 및 대사관 안전공지 수시 확인 - 공식 채널을 통해 최신 정보를 확인하고, 확인되지 않은 정보의 공유는 자제하세요.",https://overseas.mofa.go.kr/upload/se2/009d13be-af88-4a89-930e-c0a5e30c3d7f.png,단기
볼리비아,Bolivia,BO,미주,2026-06-18,볼리비아 안전여행 가이드북(2026.06),우리 대사관은 볼리비아를 방문하거나 여행하는 우리 국민들의 안전 제고를 위하여 안전여행 가이드북을 현행화하였습니다. 별첨 가이드북을 참고하여 사전에 필요한 사항을 준비하고 안전사고를 미연에 방지할 수 있도록 숙지하여 주시기 바랍니다. 붙임: 2026 볼리비아 안전여행 가이드북,https://overseas.mofa.go.kr/upload/se2/ded24df8-6af6-48ee-9f78-01a36ec68273.png | https://overseas.mofa.go.kr/upload/se2/30f7e4a8-6292-4ddd-9dd1-35d16e561600.png,장기
볼리비아,Bolivia,BO,미주,2026-06-16,(6.16) 볼리비아 도로 봉쇄 지역 현황,"볼리비아 도로청(ABC)에 따르면 6.16.(화) 기준 전국 81개 봉쇄 지점이 확인되고 있으며, 이로 인해 지역 간 육로 이동이 심각하게 제한되고 있는 상황입니다. 현재 주재국 정부의 국가비상사태 선포 가능성이 제기되고 있는 만큼, 우리 국민들께서는 아래 사항에 각별히 유의하여 주시기 바랍니다. - 시위·집회 지역 및 주요 도로봉쇄 구간 접근 자제 - 야간 외출 및 불필요한 이동 자제 - 항공편 운항 여부 및 도로 통제 상황 사전 확인 - 식료품, 식수, 상비약 등 비상물자 사전 확보 - 현지 언론 및 대사관 안전공지 수시 확인 ㅇ 라파스 차단 지점 - Cruce Pucarani - Patacamaya - Puente Chaco – Puente Villa (restricción vehicular) - Vichaya - Caracollo (límite Dpto. Oruro) - Konami – Panduro (límite Dpto. Oruro) - Botijlaca (salida Caquiaviri) - Santa Ana (Caranavi) - Huayhuasi (Achica Arrivba – Calamarca) - La Huachaca (Sica Sica – cruce Luribay) - Sica Sica - Guaqui - Chusamarka (cruce Tiahuanacu – Guaqui) - Huancallo (Laja) - Achiri (Salida Viacha) - Berenguela (Botijalaca) - Puente Mauri (Charaña) - Puente Seque (Laja) - Calamarca ㅇ 코차밤바 차단 지점 - Boqueron K’asa (obstrucción por trabajos de limpieza) - Shinaota – Chimoré - Vinto Puente Khora 2 (obstrucción por trabajos de limpieza) - Colomi - Cruce Punata (obstrucción por trabajos de limpieza) - Kañacota - Cruce Tiraque (obstrucción por trabajos de limpieza) - Apillapampa (obstrucción por trabajos de limpieza) - Retén Pirque (obstrucción por trabajos de limpieza) - Llavini – Bombeo (obstrucción por trabajos de limpieza) - Puente Sacta – Cruce Ivirgarzama - Paracti (Paracti – Colomi) - Cruce Vacas - Totora K’asa - Aya Loma (obstrucción por trabajos de limpieza) - El Churo (límite con SCZ) (obstrucción por trabajos de limpieza) - Perereta (obstrucción por trabajos de limpieza) - Villa Granado (obstrucción por trabajos de limpieza) - Puente Ñ – Cruce Ivirgarzama - Puente Vinchuta (Chimoré – Villa Tunari) - Puente Ichoa (límite SCZ) - Paracti (San Jacinto - Paracti) - Puente Espíritu Santo (Villa Tunari – Espíritu Santo) - Epizana – Totora - Trapos (límite con SCZ) (obstrucción por trabajos de limpieza) - Puente Copachuncho (obstrucción por trabajos de limpieza) - Yutupampa (cruce Tiraque) (obstrucción por trabajos de limpieza) - Rodeo (límite Chuquisaca) (obstrucción por trabajos de limpieza) - Inca Cruce (Epizana) (obstrucción por trabajos de limpieza) - Saipina (límite SCZ) (obstrucción por trabajos de limpieza) - Perereta – Puente Taperas (límite SCZ) (obstrucción por trabajos de limpieza) - Puente Kuri (obstrucción por trabajos de limpieza) ㅇ 오루로 차단 지점 - Lequepalca – Aranjuez (límite Dpto. LP) - Tukiña (límite Dptos. CBBA y LP) - Japo Kasa (Confital, límite CBBA) - Cañaviri – Puente Ketto (cruce Patacamaya) - Curahuara de Carangas (límite Dpto. LP) - Puente Desaguadero (límite Dpto. LP) - Sikira (Puente Río Colorado) - Cruce Hospital (Pazña – Challapata) - Cosapa - Realenga (Vichuloma – Machacamarca) - Cruce Ventilla y Cruce Tacopaya (Pongo – Confital) - Chancadora y Sayari (Bombeo – Pongo) - Cruce Machacamarquita (entrada Huanuni) - Infiernillos (entrada Ocuri) (obstrucción por trabajos de limpieza) ㅇ 포토시 차단지점 - Cruce Turuchipa – Betanzos - Mojona - Ventilla - Challamayu (obstrucción por trabajos de limpieza) - Tres Cruces - Totora Palca (obstrucción por trabajos de limpieza) - Aguas Calientes - Cruce Tinquinpaya (obstrucción por trabajos de limpieza) - Cruce Yocalla ㅇ 산타크루스 차단 지점 - Puente San Miguelito (San Lorenzo) (inundación) - San Julián - Puente Ichilo (obstrucción por trabajos de limpieza) - Bermejo – La Angostura (restricción vehicular) - Cerro Grande (Ascensión de Guarayos) (obstrucción por trabajos de limpieza) ㅇ 판도 차단 지점 - Km 185 La Floresta (transitable con desvíos) - Conquista – El Sena (transitable con desvíos) 아울러, 안전을 위해 현지 소식과 교통 정보, 공관 공지사항을 수시로 확인하시기 바랍니다. ( ✔ 실시간 도로 상황: https://transitabilidad.abc.gob.bo/captcha-form ) 사건·사고 등 긴급 상황 발생 시에는 즉시 대사관으로 연락하여 주시기 바랍니다. ※ 주볼리비아 대한민국대사관 연락처 - 전화 : +591-2-211-0361~3 - 대표메일 : coreabolivia@mofa.go.kr - 주소 : Av. Ballivian #555, Calle 11-12 Edificio El Dorial, piso 3, Calacoto, La Paz - 외교부 영사안전콜센터: +82-2-3210-0404(서울, 24시간) 혹은 영사안전콜센터 무료전화 앱(무료) /끝/",,단기
볼리비아,Bolivia,BO,미주,2026-06-09,정부기관 사칭 피싱 범죄 유의 안내,"최근 재외국민을 대상으로 재외공관, 영사안전콜센터, 수사기관 등 정부기관을 사칭한 보이스피싱 시도 사례가 발생하고 있어 각별한 주의가 필요합니다. 정부기관은 전화·문자·이메일로 개인정보나 금전을 요구하지 않으며, 현금인출기 조작을 유도하지 않습니다. 정부기관 대표번호를 사용하고 있어도 발신 번호가 조작되었을 가능성이 있습니다. 아래와 같이 요구를 하는 경우 즉시 전화를 끊고 다른 전화기를 사용하여 해당 기관 대표번호에 연락하여 진위 여부를 확인하시기 바랍니다. - 텔레그램 등 모바일 메신저나 특정 어플리케이션 설치 요구 - 문자 또는 이메일로 특정 링크를 보내고 접속 유도 - 금전 송금 요구 - 이름, 주민번호, 특정 웹사이트 아이디, 계좌 정보, 계좌 비밀번호 등 개인정보를 요구하거나 직접 입력하도록 유도 - 범죄 연루, 세금 미납 등을 사유로 즉시 대응해야하는 것처럼 불안감 유발 피해가 의심되는 경우 거주지역 관할 경찰서에 신속히 신고 바라며, 추가 범죄 피해 예방을 위해 주변 지인에게 적극 알려주시기 바랍니다. 범죄 피해 관련 영사 조력이 필요한 경우 즉시 대사관으로 연락하여 주시기 바랍니다. ※ 주볼리비아 대한민국대사관 연락처 - 전화 : +591-2-211-0361~3 - 대표메일 : coreabolivia@mofa.go.kr - 주소 : Av. Ballivian #555, Calle 11-12 Edificio El Dorial, piso 3, Calacoto, La Paz - 외교부 영사안전콜센터: +82-2-3210-0404(서울, 24시간) 혹은 영사안전콜센터 무료전화 앱(무료)",https://overseas.mofa.go.kr/upload/se2/c5339cf8-f1f1-4e7e-a045-2639d30b2ab3.png,장기
볼리비아,Bolivia,BO,미주,2026-06-09,(6.8) 볼리비아 도로 봉쇄 지역 현황,"볼리비아 도로청(ABC)에 따르면 6.8.(월) 기준 전국 98개 봉쇄 지점이 확인되고 있으며, 이로 인해 지역 간 육로 이동이 심각하게 제한되고 있는 상황입니다. 현재 주재국 정부의 국가비상사태 선포 가능성이 제기되고 있는 만큼, 우리 국민들께서는 아래 사항에 각별히 유의하여 주시기 바랍니다. - 시위·집회 지역 및 주요 도로봉쇄 구간 접근 자제 - 야간 외출 및 불필요한 이동 자제 - 항공편 운항 여부 및 도로 통제 상황 사전 확인 - 식료품, 식수, 상비약 등 비상물자 사전 확보 - 현지 언론 및 대사관 안전공지 수시 확인 아울러, 안전을 위해 현지 소식과 교통 정보, 공관 공지사항을 수시로 확인하시기 바랍니다. ( ✔ 실시간 도로 상황: https://transitabilidad.abc.gob.bo/captcha-form ) ㅇ 라파스 차단 지점 - Pucarani - Patacamaya - Caracollo - Puente Chaco – Puente Villa (restricción vehicular) - Guaqui - Chusamarka - Huancallo - Achiri - Berenguela - Puente Mauri (Charaña) - Puente Seque (Laja) - Calamarca - Vichaya - Peaje Autopista (El Alto) - Caracollo - Konami – Panduro - Botijlaca - Senkata - Huayhuasi - La Huachaca - Sica Sica ㅇ 코차밤바 차단 지점 - Perereta - Villa Granado - Capinota - Trapos (límite con Santa Cruz) - Epizana – Totora - Yutupampa - Independencia – Tiquipaya - Tarata – Anzaldo - Anzaldo - Thaya Paya - Inca Cruce - Puente Copachuncho - Retén Pirque - Llavini – Bombeo - Sacaba – Avenida Villazón - Paracti - Cruce Vacas - Totora K’asa - Aya Loma - El Churo - Boqueron K’asa - Shinaota – Chimoré - Vinto Puente Khora 2 - Colomi - Cruce Punata - Kañacota - Cruce Tiraque - Sacambaya ㅇ 오루로 차단 지점 - Infiernillos - Cruce Ventilla y Cruce Tacopaya - Chancadora y Sayari - Curva Paria - Cruce Machacamarquita - Realenga - Cruce Hospital (Pazña – Challapata) - Sauce Mayu - Japo Kasa - Lequepalca – Aranjuez - Tukiña (límite Departamentos CBBA y LP) - Panadería (Alcantarilla) - Cañaviri – Puente Ketto - Curahuara de Carangas - Puente Desaguadero - Ocotavi – Sorocachi - Sikira (Puente Río Colorado) - Turco ㅇ 포토시 차단 지점 - Cruce Chaqui - Mojona - Sivin Gamayu - Totora Palca - Tumusla - Cruce Yocalla - Betanzos - Millares - Ventilla - Challamayu - Tres Cruces - Cruce Turuchipa - Aguas Calientes - Cruce Tinquinpaya - Cruce Chaqui ㅇ 추키사카 차단 지점 - Santa Elena - Puente Paredon (Sunchu Tambo) - Lajastambo - Yotalilla, Cruce Anfaya y Palamana - Cruce Yurubamba - Cruce Mojocoya - Puente de Arquillos (Serrano Tomina) - Tarabuco – sector Montera, sector Carretas, sector Cruce Lavadero, sector fin Doble vía - Imilla Huañuzca (límite con Cochabamba) - Abra Surima ㅇ 산타크루스 차단 지점 - Puente San Miguelito (san Lorenzo) - San Julián - Puente Ichilo - Bermejo – La Angostura (restricción vehicular) ㅇ 타리하 차단 지점 - Entre Ríos – Tacuarandi – Sector San simón (transitable con desvíos) ㅇ 판도 차단 지점 - Km 185 La Floresta (transitable con desvíos) - Conquista – El Sena (transitable con desvíos) 사건·사고 등 긴급 상황 발생 시에는 즉시 대사관으로 연락하여 주시기 바랍니다. ※ 주볼리비아 대한민국대사관 연락처 - 전화 : +591-2-211-0361~3 - 대표메일 : coreabolivia@mofa.go.kr - 주소 : Av. Ballivian #555, Calle 11-12 Edificio El Dorial, piso 3, Calacoto, La Paz - 외교부 영사안전콜센터: +82-2-3210-0404(서울, 24시간) 혹은 영사안전콜센터 무료전화 앱(무료) /끝/",,단기
볼리비아,Bolivia,BO,미주,2026-05-29,볼리비아 여행경보 조정 안내(라파스•태양의섬 3단계 및 볼리비아 전역 특별여행주의보 발령),"우리 외교부는 최근 볼리비아 전역에서 지속되고 있는 도로봉쇄·시위 및 치안 불안 상황을 고려하여 여행경보를 아래와 같이 조정하였음을 알려드립니다. 여행경보 조정 내용 - 라파스주 및 태양의섬: 여행경보 3단계(출국권고) - 볼리비아 전역(상기 3단계 지역 제외): 특별여행주의보 발령 최근 라파스·엘알토 지역에서는 시위대와 경찰 간 충돌, 폭발물 사용, 약탈, 공항 진입로 및 주요 도로 봉쇄 등 치안 불안 상황이 지속 발생하고 있으며, 전국 각지에서도 도로봉쇄 및 지역 간 이동 제한이 이어지고 있습니다. 이에 우리 국민들께서는 아래 사항에 각별히 유의하여 주시기 바랍니다. - 시위·집회 지역 및 다중 운집 지역 접근 자제 - 야간 외출 및 불필요한 이동 자제 - 지역 간 버스 이동 및 육로 이동 자제 - 항공편 운항 여부 및 도로 통제 상황 사전 확인 - 현지 언론 및 대사관 홈페이지 안전공지 지속 확인 특히 라파스주 및 태양의섬 방문 예정인 경우 긴요한 용무가 아니라면 여행을 취소·연기하여 주시기 바라며, 이미 체류 중인 우리 국민들께서는 신변안전에 각별히 유의하여 주시기 바랍니다. 사건·사고 등 긴급 상황 발생 시에는 즉시 대사관으로 연락하여 주시기 바랍니다. ※ 주볼리비아 대한민국대사관 연락처 - 전화 : +591-2-211-0361~3 - 대표메일 : coreabolivia@mofa.go.kr - 주소 : Av. Ballivian #555, Calle 11-12 Edificio El Dorial, piso 3, Calacoto, La Paz - 외교부 영사안전콜센터: +82-2-3210-0404(서울, 24시간) 혹은 영사안전콜센터 무료전화 앱(무료) //끝//",,판단보류
볼리비아,Bolivia,BO,미주,2026-05-28,(5.27) 볼리비아 라파스 운수노조 무기한 파업 관련 안전공지,"라파스 운수노조연맹(Federación Departamental de Choferes de La Paz)은 연료 공급 부족, 저품질 휘발유 문제 및 정부의 보상 조치 미이행 등을 이유로 5.27.(수) 00시부터 무기한 파업에 돌입한다고 발표하였습니다. 동 파업은 버스, 미니버스 등 대중교통 분야에 적용되며, 라파스 및 엘알토 지역을 중심으로 대중교통 운행 중단, 주요 도로 혼잡 및 이동 제한 등이 발생할 가능성이 있습니다. 우리 국민들께서는 아래 사항에 각별히 유의하여 주시기 바랍니다. - 공항·버스터미널 이동 전 도로 통제 및 항공·버스 운행 여부 사전 확인 - 불필요한 외출 및 장거리 이동 자제 - 시위·집회 지역 및 주요 봉쇄 구간 접근 자제 - 현지 언론 및 대사관 홈페이지 안전공지 수시 확인 사건·사고 또는 긴급 상황 발생 시 대사관에 연락하여 주시기 바랍니다. ※ 주볼리비아 대한민국대사관 연락처 - 전화 : +591-2-211-0361~3 - 대표메일 : coreabolivia@mofa.go.kr - 주소 : Av. Ballivian #555, Calle 11-12 Edificio El Dorial, piso 3, Calacoto, La Paz - 외교부 영사안전콜센터: +82-2-3210-0404(서울, 24시간) 혹은 영사안전콜센터 무료전화 앱(무료) //끝//",,단기
볼리비아,Bolivia,BO,미주,2026-05-28,라파스 소나 수르(Zona Sur) 지역 차량 대상 절도 범죄 관련 안전공지,"최근 라파스 Zona Sur 지역 내 음식점 및 상업시설 밀집지역을 중심으로 주차 차량의 유리창을 파손한 뒤 차량 내부 귀중품을 절취하는 이른바 플루마소스(plumasos) 유형 범죄가 반복적으로 발생하고 있는 것으로 확인되고 있습니다. 범인들은 주로 점화플러그 파편 등을 이용해 차량 유리를 파손한 후, 차량 내부에 보관된 가방, 노트북, 휴대전화 등 귀중품을 절취하는 방식으로 범행을 저지르고 있으며, 특히 목, 금, 토요일 및 공휴일 저녁 시간대(17:30~21:00)에 범행이 집중되는 경향을 보이고 있습니다. 주요 발생 지역으로는 Calle 21 San Miguel, Avenida Montenegro, Calles 14, 15 Calacoto 및 El Bosque 인근, Calle 10 de Achumani 등이 확인되고 있습니다. 이에 우리 국민들께서는 차량 내부에 가방, 전자기기, 현금 등 귀중품을 보이는 상태로 두지 마시고, 야간 시간대에는 가급적 안전한 주차장 이용 및 주변 경계에 각별히 유의하여 주시기 바랍니다. //끝//",,판단보류
볼리비아,Bolivia,BO,미주,2026-05-23,엘알토 국제공항 인근 시위 및 텔레페리코 운행 중단 관련 안전공지,"볼리비아 엘알토 국제공항 진입로 일대에서 시위대가 도로를 점거하고 사람 및 차량 통행을 차단하는 시위가 발생하고 있습니다. 현장에는 경찰 병력이 배치된 상태이나 현재까지 공항 진입로 통행 제한이 지속되고 있는 것으로 보도되고 있습니다. 또한, 현재 텔레페리코 빨간색 노선의 운행이 중단된 상태이오니 참고해주시기 바랍니다. 이와 관련, 우리 국민들께서는 아래 사항에 각별히 유의하여 주시기 바랍니다. -엘알토 국제공항 및 인근 진입도로 접근 자제 -공항 이동 예정 시 항공편 운항 여부 및 도로 통제 상황 사전 확인 -시위·집회 지역 및 다중 운집 지역 방문 자제 -불필요한 야간 이동 및 지역 간 이동 자제 -현지 언론 및 대사관 안전 공지 지속 확인 관련 기사: https://unitel.bo/noticias/seguridad/un-grupo-de-personas-bloquea-el-ingreso-al-aeropuerto-de-el-alto-e-impide-el-paso-de-personas-CN20871560 긴급 상황 발생시 대사관으로 즉시 연락주시기 바랍니다. ※ 주볼리비아 대한민국대사관 연락처 - 전화 : +591-2-211-0361~3 - 대표메일 : coreabolivia@mofa.go.kr - 주소 : Av. Ballivian #555, Calle 11-12 Edificio El Dorial, piso 3, Calacoto, La Paz - 외교부 영사안전콜센터: +82-2-3210-0404(서울, 24시간) 혹은 영사안전콜센터 무료전화 앱(무료) /끝/",,단기
볼리비아,Bolivia,BO,미주,2026-05-22,(5.21) 노동총연맹(COB) 대규모 행진 시위 관련 안전 공지,"볼리비아 노동총연맹(COB)은 5.21(목) 부터 대규모 행진 시위를 예고하였으며, 이번 행진은 엘알토에서 출발하여 라파스 중심부를 향해 진행될 예정입니다. 현재 볼리비아 전국적인 도로 봉쇄 및 시위가 지속되고 있는 가운데, 이 과정에서 약탈, 폭행, 공공시설 파손, 경찰과의 충돌 등이 보고되고 있으니, 우리 국민들께서는 아래 사항에 각별히 유의하여 주시기 바랍니다. - 시위 및 집회 지역(군·경 투입 지역) 및 주요 봉쇄 구간 접근 자제 - 야간 외출 및 불필요한 장거리 이동(버스 포함) 자제 - 도시간 이동 전 도로 통제 및 교통 운행 여부 사전 확인 아울러, 시위 및 봉쇄 지역 접근을 자제해 주시고 차량 이동 시 도로 통제 여부를 사전에 확인하는 등 안전에 각별히 유의하여 주시기 바랍니다. ( ✔ 실시간 도로 상황: https://transitabilidad.abc.gob.bo/ ) ㅇ 라파스 차단 지점 [CENTRO] *EX-SOBOCE *17 de Obrajes [ZONA SUR] *Carretera Palca *C arretera Rio Abajo * Achocalla [EL ALTO] *Peaje autopista *Multifuncional de la ceja *Ballivian *Faro Murillo *Cruce Viacha [LA PAZ-YUNGAS] *Municipio de Palos Blancos *Tranca Tajlihuli *Cruce Sapecho [LA PAZ-ORURO] * Municipio de Sica Sica * Municipio Konani * Municipio Patacamaya * Localidad en Achica Arriba *Tranca Senkata ㅇ 코파카바나 방면 차단 지점 * Localidad de Batallas * Municipio Achacachi * Municipio Ancoraimes ㅇ 데사과데로 방면 차단 지점 * Municipio de Tijuanacu * Municipio de Jesús de Machaca * Municipio Guaqui ㅇ 비아차 방면 차단 지점 * Municipio de Viacha * Localidad Charaña *Puente Jacha Tupo 긴급 상황 발생시 대사관으로 즉시 연락주시기 바랍니다. ※주볼리비아 대한민국대사관 연락처 - 전화 : +591-2-211-0361~3 - 대표메일 : coreabolivia@mofa.go.kr - 주소 : Av. Ballivian #555, Calle 11-12 Edificio El Dorial, piso 3, Calacoto, La Paz /끝/",,단기
볼리비아,Bolivia,BO,미주,2026-05-20,[안전공지] 볼리비아 시위 지속 관련 안전공지,"현재 볼리비아 내 전국적인 도로 봉쇄 및 시위가 지속되고 있는 가운데, 일부 지역에서는 경찰 및 군 병력과 시위대 간 충돌이 발생하고 있고, 시위 참가자들의 폭발물 및 사제 무기 사용 정황도 보도되고 있습니다. 이와 관련, 우리 국민들께서는 아래 사항에 각별히 유의하여 주시기 바랍니다. - 시위 및 집회 지역(군·경 투입 지역) 및 주요 봉쇄 구간 접근 자제 - 야간 외출 및 불필요한 장거리 이동(버스 포함) 자제 - 도시간 이동 전 도로 통제 및 교통 운행 여부 사전 확인 향후 추가적인 충돌, 교통 마비 및 치안 불안 상황 발생 가능성이 있는 만큼 신변 안전에 각별히 유의하시기 바랍니다. 아울러, 안전을 위해 현지 소식과 공관 공지사항을 수시로 확인하시기 바랍니다. ※ 주볼리비아대한민국대사관 - (근무시간) +591-2-211- 0361~3 - (그 외) +82-2-3210-0404",,단기
볼리비아,Bolivia,BO,미주,2026-05-19,(5.18) 볼리비아 도로 봉쇄 지역 현황 및 텔레페리코 운행 중단 안내,"현재 볼리비아 전국적인 도로 봉쇄 및 시위가 지속되고 있는 가운데, 라파스 및 엘알토 지역에서는 경찰 및 군 병력과 시위대 간 충돌이 발생하고 있으며, 일부 시위 참가자들의 폭발물 및 사제 무기 사용 정황도 보도되고 있습니다. 또한, 라파스 및 엘알토 일대에서는 노동단체, 대학생, 농민단체 등이 참여하는 시위 및 행진이 예정되어 있어 추가 충돌과 교통 혼잡 발생 가능성이 있는 상황입니다. 현재 텔레페리코 빨간색, 파란색, 하늘색, 은색 노선 의 운행이 중단된 상태이오니 참고해주시기 바랍니다. 이와 관련, 우리 국민들께서는 아래 사항에 각별히 유의하여 주시기 바랍니다. - 시위 및 집회 지역(군·경 투입 지역) 및 주요 봉쇄 구간 접근 자제 - 야간 외출 및 불필요한 장거리 이동(버스 포함) 자제 - 도시간 이동 전 도로 통제 및 교통 운행 여부 사전 확인 향후 추가적인 충돌, 교통 마비 및 치안 불안 상황 발생 가능성이 있는 만큼 신변 안전에 각별히 유의하시기 바랍니다. 아울러, 안전을 위해 현지 소식과 교통 정보, 공관 공지사항을 수시로 확인하시기 바랍니다. ( ✔ 실시간 도로 상황: https://transitabilidad.abc.gob.bo/captcha-form ) ㅇ 라파스 차단 지점 [CENTRO] *Av. Montes Altura Cerveceria Boliviana Nacional *Atrio de Monoblok 'UMSA' *Plaza del Estudiante *Palacio Consistorial [ZONA SUR] *Mallasilla *Carretera Palca *C arretera Rio Abajo * Municipio Achocalla [EL ALTO] *Ceja Multifuncional *Plaza Ballivian *Av. 6 de Marzo *Molino Andino *Av. Juan PabloⅡ︎ *San Roque [LA PAZ-YUNGAS] *Puente Armas *Tranca Tajwili *Puente Coroico *Cruce Sapecho [LA PAZ-ORURO] * Municipio de Sica Sica * Municipio Konani * Municipio Patacamaya * Localidad en Achica Arriba ㅇ 코파카바나 방면 차단 지점 * Localidad de Batallas *Comunidad de Corapata * Municipio Achacachi * Municipio Ancoraimes ㅇ 데사과데로 방면 차단 지점 * Municipio de Tijuanacu * Municipio de Jesús de Machaca * Municipio Guaqui ㅇ 비아차 방면 차단 지점 * Municipio de Viacha * Localidad Charaña *Puente Jacha Tupo",,단기
볼리비아,Bolivia,BO,미주,2026-05-16,(5.15) 볼리비아 도로 봉쇄 지역 현황,"라파스 내 농업인 단체(Ponchos Rojos), 볼리비아 노동총연맹(COB) 등 관련 단체들이 라파스와 엘알토 일대 여러 지역에서 봉쇄, 행진 및 집결 활동을 진행하고 있으며, 일부 도시 간 도로에서도 차단이 발생하고 있습니다. 이에 따라 2026.5.15.(금) 기준 볼리비아 내 주요 도로 봉쇄 지역 현황을 아래와 같이 안내드립니다. 볼리비아에 체류 중인 우리 국민 및 여행객께서는 봉쇄 지역 및 우회 경로를 사전에 확인하시어 피해가 발생하지 않도록 각별히 유의해 주시기 바랍니다. 아울러 지역 간 이동 시에는 버스 이용을 가급적 자제해 주시기 바랍니다. 긴급 상황 발생 시에는 대사관으로 연락하여 주시기 바랍니다. 아울러, 안전을 위해 현지 소식과 교통 정보, 공관 공지사항을 수시로 확인하시기 바랍니다. ( ✔ 실시간 도로 상황: https://transitabilidad.abc.gob.bo/captcha-form ) ㅇ 라파스 차단 지점 [CENTRO] *Casa Social Del Maestro *Altura CBN *Vicepresidencia(Calle Mercado y Ayacucho) [ZONA SUR] *Carretera Palca *C arretera Rio Abajo *Achocalla [EL ALTO] *Av. 6 de Marzo *Molino Andino *Av. Juan PabloⅡ︎ *San Roque *Peaje Autopista *Av. Naciones Unidas [LA PAZ-YUNGAS] *Municipio de Palos Blancos [LA PAZ-ORURO] * Municipio de Sica Sica * Municipio Konani * Municipio Patacamaya * Localidad en Achica Arriba ㅇ 코파카바나 방면 차단 지점 * Localidad de Batallas * Municipio Achacachi * Municipio Ancoraimes ㅇ 데사과데로 방면 차단 지점 * Municipio de Tijuanacu * Municipio de Jesús de Machaca * Municipio Guaqui ㅇ 비아차 방면 차단 지점 * Municipio de Viacha * Localidad Charaña *Puente Jacha Tupo",,판단보류
볼리비아,Bolivia,BO,미주,2026-05-16,남미 지역 한타바이러스 심폐증후군 발생 관련 안전공지,"최근 남미 일부 국가에서 한타바이러스 심폐증후군(Hantavirus Pulmonary Syndrome, HPS) 감염 사례가 지속 발생하고 있어, 볼리비아, 아르헨티나, 칠레, 파라과이 등 남미 지역을 방문 또는 체류 중인 우리 국민들께서는 각별한 주의를 기울여 주시기 바랍니다. 한타바이러스는 쥐와 같은 설치류가 옮기는 바이러스로, 감염된 설치류의 배설물, 소변, 타액 등에 의해 오염된 에어로졸이나 환경 접촉으로 감염될 수 있습니다. 감염 초기 발열, 근육통, 두통 등 감기 유사 증상으로 시작하여 급격한 호흡곤란, 폐부종 등 중증 증상으로 진행될 수 있으며, 치명률이 높은 감염병인 만큼 예방수칙 준수가 중요합니다. 남미지역 여행 시 설치류와의 접촉을 피하고, 쥐 배설물 등이 있을 만한 폐쇄된 공간 방문 자제, 손 씻기 등 개인위생수칙을 철저히 준수하여 주시기 바랍니다. 아울러, 발열, 근육통, 기침, 호흡곤란 등 의심 증상이 있는 경우 즉시 의료기관을 방문하여 진료를 받으시기 바랍니다. 우리 국민들께서는 현지 보건 및 안전 상황에 유의하시어 안전한 체류 및 여행이 이루어질 수 있도록 각별히 유의하여 주시기 바랍니다. 긴급 상황 발생시 대사관으로 즉시 연락주시기 바랍니다. ※주볼리비아 대한민국대사관 연락처 - 전화 : +591-2-211-0361~3 - 대표메일 : coreabolivia@mofa.go.kr - 주소 : Av. Ballivian #555, Calle 11-12 Edificio El Dorial, piso 3, Calacoto, La Paz /끝/",,단기
